dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
22/05/2020,22,5,2020,8,1,Cuba,CU,CUB,11333484,America,1.57939077
21/05/2020,21,5,2020,13,0,Cuba,CU,CUB,11333484,America,1.73821219
20/05/2020,20,5,2020,6,0,Cuba,CU,CUB,11333484,America,1.78232925
19/05/2020,19,5,2020,9,0,Cuba,CU,CUB,11333484,America,1.87938678
18/05/2020,18,5,2020,10,0,Cuba,CU,CUB,11333484,America,1.9676209
17/05/2020,17,5,2020,22,0,Cuba,CU,CUB,11333484,America,2.21467644
16/05/2020,16,5,2020,10,0,Cuba,CU,CUB,11333484,America,2.67349387
15/05/2020,15,5,2020,20,0,Cuba,CU,CUB,11333484,America,2.90290258
14/05/2020,14,5,2020,6,1,Cuba,CU,CUB,11333484,America,3.02643035
13/05/2020,13,5,2020,21,1,Cuba,CU,CUB,11333484,America,3.23819225
12/5/2020,12,5,2020,17,0,Cuba,CU,CUB,11333484,America,3.47642437
11/5/2020,11,5,2020,12,3,Cuba,CU,CUB,11333484,America,3.50289461
10/5/2020,10,5,2020,13,0,Cuba,CU,CUB,11333484,America,3.67936285
9/5/2020,9,5,2020,12,1,Cuba,CU,CUB,11333484,America,4.02347592
8/5/2020,8,5,2020,26,4,Cuba,CU,CUB,11333484,America,4.35876558
7/5/2020,7,5,2020,18,0,Cuba,CU,CUB,11333484,America,4.53523383
6/5/2020,6,5,2020,17,0,Cuba,CU,CUB,11333484,America,4.83522984
5/5/2020,5,5,2020,19,2,Cuba,CU,CUB,11333484,America,5.12640244
4/5/2020,4,5,2020,38,1,Cuba,CU,CUB,11333484,America,5.41757504
3/5/2020,3,5,2020,74,2,Cuba,CU,CUB,11333484,America,5.51463257
2/5/2020,2,5,2020,36,3,Cuba,CU,CUB,11333484,America,5.41757504
1/5/2020,1,5,2020,34,3,Cuba,CU,CUB,11333484,America,5.63816034
30/04/2020,30,4,2020,30,0,Cuba,CU,CUB,11333484,America,5.76168811
29/04/2020,29,4,2020,48,2,Cuba,CU,CUB,11333484,America,5.92050953
28/04/2020,28,4,2020,20,2,Cuba,CU,CUB,11333484,America,5.84992223
27/04/2020,27,4,2020,32,3,Cuba,CU,CUB,11333484,America,6.17638848
26/04/2020,26,4,2020,52,2,Cuba,CU,CUB,11333484,America,6.32638648
25/04/2020,25,4,2020,50,6,Cuba,CU,CUB,11333484,America,6.36168013
24/04/2020,24,4,2020,46,3,Cuba,CU,CUB,11333484,America,6.35285672
23/04/2020,23,4,2020,52,2,Cuba,CU,CUB,11333484,America,6.45873767
22/04/2020,22,4,2020,50,2,Cuba,CU,CUB,11333484,America,6.53814838
21/04/2020,21,4,2020,52,2,Cuba,CU,CUB,11333484,America,6.50285473
20/04/2020,20,4,2020,49,2,Cuba,CU,CUB,11333484,America,6.30873966
19/04/2020,19,4,2020,63,1,Cuba,CU,CUB,11333484,America,6.15874165
18/04/2020,18,4,2020,61,4,Cuba,CU,CUB,11333484,America,5.77051152
17/04/2020,17,4,2020,48,3,Cuba,CU,CUB,11333484,America,5.54992622
16/04/2020,16,4,2020,48,3,Cuba,CU,CUB,11333484,America,5.31169409
15/04/2020,15,4,2020,40,0,Cuba,CU,CUB,11333484,America,5.11757903
14/04/2020,14,4,2020,57,3,Cuba,CU,CUB,11333484,America,4.90581713
13/04/2020,13,4,2020,49,2,Cuba,CU,CUB,11333484,America,4.67640842
12/4/2020,12,4,2020,56,1,Cuba,CU,CUB,11333484,America,4.42052947
11/4/2020,11,4,2020,49,0,Cuba,CU,CUB,11333484,America,4.27053146
10/4/2020,10,4,2020,58,3,Cuba,CU,CUB,11333484,America,3.95288863
9/4/2020,9,4,2020,61,1,Cuba,CU,CUB,11333484,America,3.52936484
8/4/2020,8,4,2020,46,2,Cuba,CU,CUB,11333484,America,3.07054742
7/4/2020,7,4,2020,30,1,Cuba,CU,CUB,11333484,America,2.73525775
6/4/2020,6,4,2020,32,2,Cuba,CU,CUB,11333484,America,2.51467245
5/4/2020,5,4,2020,19,0,Cuba,CU,CUB,11333484,America,2.32055739
4/4/2020,4,4,2020,36,0,Cuba,CU,CUB,11333484,America,2.1882062
3/4/2020,3,4,2020,21,0,Cuba,CU,CUB,11333484,America,1.91468043
2/4/2020,2,4,2020,26,0,Cuba,CU,CUB,11333484,America,1.77350583
1/4/2020,1,4,2020,16,2,Cuba,CU,CUB,11333484,America,1.57939077
31/03/2020,31,3,2020,31,1,Cuba,CU,CUB,11333484,America,1.46468641
30/03/2020,30,3,2020,20,0,Cuba,CU,CUB,11333484,America,1.19116064
29/03/2020,29,3,2020,39,1,Cuba,CU,CUB,11333484,America,1.02351581
28/03/2020,28,3,2020,13,0,Cuba,CU,CUB,11333484,America,0.70587297
27/03/2020,27,3,2020,10,1,Cuba,CU,CUB,11333484,America,
26/03/2020,26,3,2020,9,0,Cuba,CU,CUB,11333484,America,
25/03/2020,25,3,2020,8,0,Cuba,CU,CUB,11333484,America,
24/03/2020,24,3,2020,5,0,Cuba,CU,CUB,11333484,America,
23/03/2020,23,3,2020,10,0,Cuba,CU,CUB,11333484,America,
22/03/2020,22,3,2020,4,0,Cuba,CU,CUB,11333484,America,
21/03/2020,21,3,2020,5,0,Cuba,CU,CUB,11333484,America,
20/03/2020,20,3,2020,5,0,Cuba,CU,CUB,11333484,America,
19/03/2020,19,3,2020,4,1,Cuba,CU,CUB,11333484,America,
18/03/2020,18,3,2020,3,0,Cuba,CU,CUB,11333484,America,
15/03/2020,15,3,2020,0,0,Cuba,CU,CUB,11333484,America,
14/03/2020,14,3,2020,1,0,Cuba,CU,CUB,11333484,America,
12/3/2020,12,3,2020,3,0,Cuba,CU,CUB,11333484,America,
25/11/2020,25,11,2020,54,0,Curaçao,CW,CUW,163423,America,425.8886448
24/11/2020,24,11,2020,24,0,Curaçao,CW,CUW,163423,America,410.5909205
23/11/2020,23,11,2020,67,0,Curaçao,CW,CUW,163423,America,398.96465
22/11/2020,22,11,2020,62,0,Curaçao,CW,CUW,163423,America,370.2049283
21/11/2020,21,11,2020,59,0,Curaçao,CW,CUW,163423,America,346.9523874
20/11/2020,20,11,2020,79,1,Curaçao,CW,CUW,163423,America,324.9236644
19/11/2020,19,11,2020,67,0,Curaçao,CW,CUW,163423,America,282.0900363
18/11/2020,18,11,2020,41,0,Curaçao,CW,CUW,163423,America,253.9422236
17/11/2020,17,11,2020,34,0,Curaçao,CW,CUW,163423,America,231.9135006
16/11/2020,16,11,2020,33,0,Curaçao,CW,CUW,163423,America,216.0038673
15/11/2020,15,11,2020,46,0,Curaçao,CW,CUW,163423,America,206.2133237
14/11/2020,14,11,2020,46,0,Curaçao,CW,CUW,163423,America,193.9751443
13/11/2020,13,11,2020,33,0,Curaçao,CW,CUW,163423,America,188.4679635
12/11/2020,12,11,2020,51,0,Curaçao,CW,CUW,163423,America,182.3488738
11/11/2020,11,11,2020,29,0,Curaçao,CW,CUW,163423,America,157.8725149
10/11/2020,10,11,2020,5,0,Curaçao,CW,CUW,163423,America,140.1271547
9/11/2020,9,11,2020,20,0,Curaçao,CW,CUW,163423,America,146.2462444
8/11/2020,8,11,2020,24,0,Curaçao,CW,CUW,163423,America,146.8581534
7/11/2020,7,11,2020,23,0,Curaçao,CW,CUW,163423,America,143.7986085
6/11/2020,6,11,2020,9,0,Curaçao,CW,CUW,163423,America,138.2914278
5/11/2020,5,11,2020,21,1,Curaçao,CW,CUW,163423,America,144.4105175
4/11/2020,4,11,2020,5,0,Curaçao,CW,CUW,163423,America,147.4700624
3/11/2020,3,11,2020,8,0,Curaçao,CW,CUW,163423,America,149.3057893
2/11/2020,2,11,2020,17,0,Curaçao,CW,CUW,163423,America,148.6938803
1/11/2020,1,11,2020,26,0,Curaçao,CW,CUW,163423,America,156.036788
31/10/2020,31,10,2020,37,0,Curaçao,CW,CUW,163423,America,150.5296072
30/10/2020,30,10,2020,23,0,Curaçao,CW,CUW,163423,America,143.1866996
29/10/2020,29,10,2020,11,0,Curaçao,CW,CUW,163423,America,146.2462444
28/10/2020,28,10,2020,0,0,Curaçao,CW,CUW,163423,America,155.424879
27/10/2020,27,10,2020,15,0,Curaçao,CW,CUW,163423,America,176.2297841
26/10/2020,26,10,2020,21,0,Curaçao,CW,CUW,163423,America,168.2749674
25/10/2020,25,10,2020,19,0,Curaçao,CW,CUW,163423,America,162.7677867
24/10/2020,24,10,2020,14,0,Curaçao,CW,CUW,163423,America,191.5275084
23/10/2020,23,10,2020,19,0,Curaçao,CW,CUW,163423,America,182.9607828
22/10/2020,22,10,2020,26,0,Curaçao,CW,CUW,163423,America,189.0798725
21/10/2020,21,10,2020,8,0,Curaçao,CW,CUW,163423,America,181.7369648
20/10/2020,20,10,2020,7,0,Curaçao,CW,CUW,163423,America,182.9607828
19/10/2020,19,10,2020,29,0,Curaçao,CW,CUW,163423,America,178.67742
18/10/2020,18,10,2020,17,0,Curaçao,CW,CUW,163423,America,175.0059661
17/10/2020,17,10,2020,25,0,Curaçao,CW,CUW,163423,America,175.6178751
16/10/2020,16,10,2020,28,0,Curaçao,CW,CUW,163423,America,167.6630584
15/10/2020,15,10,2020,26,0,Curaçao,CW,CUW,163423,America,154.81297
14/10/2020,14,10,2020,34,0,Curaçao,CW,CUW,163423,America,152.3653341
13/10/2020,13,10,2020,2,0,Curaçao,CW,CUW,163423,America,135.2318829
12/10/2020,12,10,2020,12,0,Curaçao,CW,CUW,163423,America,136.4557009
11/10/2020,11,10,2020,66,0,Curaçao,CW,CUW,163423,America,143.1866996
10/10/2020,10,10,2020,0,0,Curaçao,CW,CUW,163423,America,107.6959792
9/10/2020,9,10,2020,29,0,Curaçao,CW,CUW,163423,America,116.2627048
8/10/2020,8,10,2020,14,0,Curaçao,CW,CUW,163423,America,107.0840702
7/10/2020,7,10,2020,10,0,Curaçao,CW,CUW,163423,America,104.6364343
6/10/2020,6,10,2020,0,0,Curaçao,CW,CUW,163423,America,104.0245253
5/10/2020,5,10,2020,23,0,Curaçao,CW,CUW,163423,America,112.5912509
4/10/2020,4,10,2020,18,0,Curaçao,CW,CUW,163423,America,111.367433
3/10/2020,3,10,2020,12,0,Curaçao,CW,CUW,163423,America,111.979342
2/10/2020,2,10,2020,7,0,Curaçao,CW,CUW,163423,America,115.6507958
1/10/2020,1,10,2020,22,0,Curaçao,CW,CUW,163423,America,122.3817945
30/09/2020,30,9,2020,6,0,Curaçao,CW,CUW,163423,America,122.9937035
29/09/2020,29,9,2020,4,0,Curaçao,CW,CUW,163423,America,126.6651573
28/09/2020,28,9,2020,23,0,Curaçao,CW,CUW,163423,America,124.2175214
27/09/2020,27,9,2020,8,0,Curaçao,CW,CUW,163423,America,117.4865227
26/09/2020,26,9,2020,14,0,Curaçao,CW,CUW,163423,America,118.7103407
25/09/2020,25,9,2020,14,0,Curaçao,CW,CUW,163423,America,112.5912509
24/09/2020,24,9,2020,10,0,Curaçao,CW,CUW,163423,America,113.2031599
23/09/2020,23,9,2020,9,0,Curaçao,CW,CUW,163423,America,112.5912509
22/09/2020,22,9,2020,14,0,Curaçao,CW,CUW,163423,America,110.143615
21/09/2020,21,9,2020,21,0,Curaçao,CW,CUW,163423,America,107.6959792
20/09/2020,20,9,2020,19,0,Curaçao,CW,CUW,163423,America,97.29352661
19/09/2020,19,9,2020,18,0,Curaçao,CW,CUW,163423,America,91.78634586
18/09/2020,18,9,2020,18,0,Curaçao,CW,CUW,163423,America,82.60771128
17/09/2020,17,9,2020,23,0,Curaçao,CW,CUW,163423,America,75.87671258
16/09/2020,16,9,2020,12,0,Curaçao,CW,CUW,163423,America,61.80280621
15/09/2020,15,9,2020,0,0,Curaçao,CW,CUW,163423,America,54.45989855
14/09/2020,14,9,2020,12,0,Curaçao,CW,CUW,163423,America,61.19089724
13/09/2020,13,9,2020,10,0,Curaçao,CW,CUW,163423,America,53.84798957
12/9/2020,12,9,2020,4,0,Curaçao,CW,CUW,163423,America,47.72889985
11/9/2020,11,9,2020,15,0,Curaçao,CW,CUW,163423,America,47.72889985
10/9/2020,10,9,2020,9,0,Curaçao,CW,CUW,163423,America,40.99790115
9/9/2020,9,9,2020,5,0,Curaçao,CW,CUW,163423,America,36.71453835
8/9/2020,8,9,2020,10,0,Curaçao,CW,CUW,163423,America,33.65499348
7/9/2020,7,9,2020,4,0,Curaçao,CW,CUW,163423,America,29.98353965
6/9/2020,6,9,2020,10,0,Curaçao,CW,CUW,163423,America,31.20735759
5/9/2020,5,9,2020,3,0,Curaçao,CW,CUW,163423,America,25.08826787
4/9/2020,4,9,2020,7,0,Curaçao,CW,CUW,163423,America,24.4763589
3/9/2020,3,9,2020,0,0,Curaçao,CW,CUW,163423,America,20.19299609
2/9/2020,2,9,2020,0,0,Curaçao,CW,CUW,163423,America,20.19299609
1/9/2020,1,9,2020,11,0,Curaçao,CW,CUW,163423,America,20.19299609
31/08/2020,31,8,2020,0,0,Curaçao,CW,CUW,163423,America,14.07390637
30/08/2020,30,8,2020,0,0,Curaçao,CW,CUW,163423,America,14.68581534
29/08/2020,29,8,2020,4,0,Curaçao,CW,CUW,163423,America,15.29772431
28/08/2020,28,8,2020,4,0,Curaçao,CW,CUW,163423,America,12.85008842
27/08/2020,27,8,2020,2,0,Curaçao,CW,CUW,163423,America,10.40245253
26/08/2020,26,8,2020,0,0,Curaçao,CW,CUW,163423,America,9.17863459
25/08/2020,25,8,2020,4,0,Curaçao,CW,CUW,163423,America,9.17863459
24/08/2020,24,8,2020,6,0,Curaçao,CW,CUW,163423,America,7.34290767
23/08/2020,23,8,2020,0,0,Curaçao,CW,CUW,163423,America,3.67145383
22/08/2020,22,8,2020,2,0,Curaçao,CW,CUW,163423,America,3.67145383
21/08/2020,21,8,2020,0,0,Curaçao,CW,CUW,163423,America,2.44763589
20/08/2020,20,8,2020,0,0,Curaçao,CW,CUW,163423,America,2.44763589
19/08/2020,19,8,2020,0,0,Curaçao,CW,CUW,163423,America,3.67145383
18/08/2020,18,8,2020,1,0,Curaçao,CW,CUW,163423,America,3.67145383
17/08/2020,17,8,2020,1,0,Curaçao,CW,CUW,163423,America,3.05954486
16/08/2020,16,8,2020,1,0,Curaçao,CW,CUW,163423,America,2.44763589
15/08/2020,15,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
14/08/2020,14,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
13/08/2020,13,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
12/8/2020,12,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
11/8/2020,11,8,2020,1,0,Curaçao,CW,CUW,163423,America,1.83572692
10/8/2020,10,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
9/8/2020,9,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
8/8/2020,8,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
7/8/2020,7,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
6/8/2020,6,8,2020,2,0,Curaçao,CW,CUW,163423,America,1.83572692
5/8/2020,5,8,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
4/8/2020,4,8,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
3/8/2020,3,8,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
2/8/2020,2,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
1/8/2020,1,8,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
31/07/2020,31,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
30/07/2020,30,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
29/07/2020,29,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
28/07/2020,28,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
27/07/2020,27,7,2020,0,0,Curaçao,CW,CUW,163423,America,2.44763589
26/07/2020,26,7,2020,0,0,Curaçao,CW,CUW,163423,America,2.44763589
25/07/2020,25,7,2020,1,0,Curaçao,CW,CUW,163423,America,2.44763589
24/07/2020,24,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
23/07/2020,23,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
22/07/2020,22,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
21/07/2020,21,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
20/07/2020,20,7,2020,2,0,Curaçao,CW,CUW,163423,America,1.83572692
19/07/2020,19,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
18/07/2020,18,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
17/07/2020,17,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
16/07/2020,16,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
15/07/2020,15,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
14/07/2020,14,7,2020,1,0,Curaçao,CW,CUW,163423,America,1.22381794
13/07/2020,13,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
12/7/2020,12,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
11/7/2020,11,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
10/7/2020,10,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
9/7/2020,9,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
8/7/2020,8,7,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
7/7/2020,7,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
6/7/2020,6,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
5/7/2020,5,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
4/7/2020,4,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
3/7/2020,3,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
2/7/2020,2,7,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
1/7/2020,1,7,2020,1,0,Curaçao,CW,CUW,163423,America,1.83572692
30/06/2020,30,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
29/06/2020,29,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
28/06/2020,28,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
27/06/2020,27,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
26/06/2020,26,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
25/06/2020,25,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
24/06/2020,24,6,2020,1,0,Curaçao,CW,CUW,163423,America,1.83572692
23/06/2020,23,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
22/06/2020,22,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
21/06/2020,21,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
20/06/2020,20,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
19/06/2020,19,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
18/06/2020,18,6,2020,1,0,Curaçao,CW,CUW,163423,America,1.83572692
17/06/2020,17,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
16/06/2020,16,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
15/06/2020,15,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
14/06/2020,14,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
13/06/2020,13,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
12/6/2020,12,6,2020,1,0,Curaçao,CW,CUW,163423,America,1.83572692
11/6/2020,11,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
10/6/2020,10,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
9/6/2020,9,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
8/6/2020,8,6,2020,0,0,Curaçao,CW,CUW,163423,America,2.44763589
7/6/2020,7,6,2020,0,0,Curaçao,CW,CUW,163423,America,3.05954486
6/6/2020,6,6,2020,0,0,Curaçao,CW,CUW,163423,America,3.05954486
5/6/2020,5,6,2020,1,0,Curaçao,CW,CUW,163423,America,3.05954486
4/6/2020,4,6,2020,0,0,Curaçao,CW,CUW,163423,America,2.44763589
3/6/2020,3,6,2020,0,0,Curaçao,CW,CUW,163423,America,2.44763589
2/6/2020,2,6,2020,1,0,Curaçao,CW,CUW,163423,America,2.44763589
1/6/2020,1,6,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
31/05/2020,31,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
30/05/2020,30,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
29/05/2020,29,5,2020,1,0,Curaçao,CW,CUW,163423,America,1.83572692
28/05/2020,28,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
27/05/2020,27,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
26/05/2020,26,5,2020,1,0,Curaçao,CW,CUW,163423,America,1.22381794
25/05/2020,25,5,2020,1,0,Curaçao,CW,CUW,163423,America,0.61190897
24/05/2020,24,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
23/05/2020,23,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
22/05/2020,22,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
21/05/2020,21,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
20/05/2020,20,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
19/05/2020,19,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
18/05/2020,18,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
17/05/2020,17,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
16/05/2020,16,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
15/05/2020,15,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
14/05/2020,14,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
13/05/2020,13,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
12/5/2020,12,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
11/5/2020,11,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
10/5/2020,10,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
9/5/2020,9,5,2020,0,0,Curaçao,CW,CUW,163423,America,0
8/5/2020,8,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
7/5/2020,7,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
6/5/2020,6,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
5/5/2020,5,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
4/5/2020,4,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
3/5/2020,3,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
2/5/2020,2,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
1/5/2020,1,5,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
30/04/2020,30,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
29/04/2020,29,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
28/04/2020,28,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
27/04/2020,27,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
26/04/2020,26,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.22381794
25/04/2020,25,4,2020,2,0,Curaçao,CW,CUW,163423,America,1.22381794
24/04/2020,24,4,2020,0,0,Curaçao,CW,CUW,163423,America,0
23/04/2020,23,4,2020,0,0,Curaçao,CW,CUW,163423,America,0
22/04/2020,22,4,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
21/04/2020,21,4,2020,0,0,Curaçao,CW,CUW,163423,America,0.61190897
20/04/2020,20,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
19/04/2020,19,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
18/04/2020,18,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
17/04/2020,17,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
16/04/2020,16,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
15/04/2020,15,4,2020,0,0,Curaçao,CW,CUW,163423,America,1.83572692
14/04/2020,14,4,2020,0,0,Curaçao,CW,CUW,163423,America,3.05954486
13/04/2020,13,4,2020,0,0,Curaçao,CW,CUW,163423,America,3.67145383
12/4/2020,12,4,2020,0,0,Curaçao,CW,CUW,163423,America,3.67145383
11/4/2020,11,4,2020,0,0,Curaçao,CW,CUW,163423,America,4.28336281
10/4/2020,10,4,2020,0,0,Curaçao,CW,CUW,163423,America,4.89527178
9/4/2020,9,4,2020,1,0,Curaçao,CW,CUW,163423,America,4.89527178
8/4/2020,8,4,2020,0,0,Curaçao,CW,CUW,163423,America,6.11908972
7/4/2020,7,4,2020,2,0,Curaçao,CW,CUW,163423,America,7.34290767
6/4/2020,6,4,2020,0,0,Curaçao,CW,CUW,163423,America,6.7309987
5/4/2020,5,4,2020,0,0,Curaçao,CW,CUW,163423,America,
4/4/2020,4,4,2020,0,0,Curaçao,CW,CUW,163423,America,
3/4/2020,3,4,2020,0,0,Curaçao,CW,CUW,163423,America,
2/4/2020,2,4,2020,0,0,Curaçao,CW,CUW,163423,America,
1/4/2020,1,4,2020,2,0,Curaçao,CW,CUW,163423,America,
30/03/2020,30,3,2020,1,0,Curaçao,CW,CUW,163423,America,
29/03/2020,29,3,2020,0,0,Curaçao,CW,CUW,163423,America,
28/03/2020,28,3,2020,1,0,Curaçao,CW,CUW,163423,America,
27/03/2020,27,3,2020,1,0,Curaçao,CW,CUW,163423,America,
26/03/2020,26,3,2020,0,1,Curaçao,CW,CUW,163423,America,
24/03/2020,24,3,2020,3,0,Curaçao,CW,CUW,163423,America,
20/03/2020,20,3,2020,2,0,Curaçao,CW,CUW,163423,America,
13/03/2020,13,3,2020,1,0,Curaçao,CW,CUW,163423,America,
25/11/2020,25,11,2020,252,2,Cyprus,CY,CYP,875899,Europe,331.430907
24/11/2020,24,11,2020,304,0,Cyprus,CY,CYP,875899,Europe,325.2658126
23/11/2020,23,11,2020,187,1,Cyprus,CY,CYP,875899,Europe,303.2313086
22/11/2020,22,11,2020,245,0,Cyprus,CY,CYP,875899,Europe,295.1253512
21/11/2020,21,11,2020,232,2,Cyprus,CY,CYP,875899,Europe,303.0029718
20/11/2020,20,11,2020,268,0,Cyprus,CY,CYP,875899,Europe,302.0896245
19/11/2020,19,11,2020,198,1,Cyprus,CY,CYP,875899,Europe,298.09373
18/11/2020,18,11,2020,228,0,Cyprus,CY,CYP,875899,Europe,294.4403407
17/11/2020,17,11,2020,107,0,Cyprus,CY,CYP,875899,Europe,288.2752464
16/11/2020,16,11,2020,127,1,Cyprus,CY,CYP,875899,Europe,298.5504036
15/11/2020,15,11,2020,198,1,Cyprus,CY,CYP,875899,Europe,306.5421927
14/11/2020,14,11,2020,207,4,Cyprus,CY,CYP,875899,Europe,300.9479403
13/11/2020,13,11,2020,185,2,Cyprus,CY,CYP,875899,Europe,296.2670354
12/11/2020,12,11,2020,165,3,Cyprus,CY,CYP,875899,Europe,301.8612877
11/11/2020,11,11,2020,198,2,Cyprus,CY,CYP,875899,Europe,283.0234993
10/11/2020,10,11,2020,111,0,Cyprus,CY,CYP,875899,Europe,281.0826362
9/11/2020,9,11,2020,116,0,Cyprus,CY,CYP,875899,Europe,278.799268
8/11/2020,8,11,2020,314,1,Cyprus,CY,CYP,875899,Europe,277.0867417
7/11/2020,7,11,2020,224,0,Cyprus,CY,CYP,875899,Europe,256.0797535
